,ID,Gene,Description,Full,Ontology_id,Ontology_term,moduleColor
11334,Xele.ptg000067l.453,NA,XP_020254547.1uncharacterized protein LOC109831576,NA,NA,NA,Cluster 1
11335,Xele.ptg000067l.455,LOC103701871,XP_010916454.1uncharacterized protein LOC105041266,NA,GO:0016020,membrane,Cluster 8
11336,Xele.ptg000067l.456,NA,-,NA,NA,NA,Cluster 3
11337,Xele.ptg000067l.461,LPP3,NA,Lipid phosphate phosphatase 2,"GO:0031969,GO:0003993,GO:0008195,GO:0006644,GO:0009626,GO:0010224","chloroplast membrane,acid phosphatase activity,phosphatidate phosphatase activity,phospholipid metabolic process,plant-type hypersensitive response,response to UV-B",Cluster 3
11338,Xele.ptg000067l.464,NA,XP_047328197.1uncharacterized protein LOC124931715,NA,NA,NA,Cluster 7
11339,Xele.ptg000067l.467,CISIN_1g033125mg,XP_020088508.1uncharacterized protein LOC109710391,NA,NA,NA,Cluster 3
11340,Xele.ptg000067l.468,APC2,NA,Calcium-dependent mitochondrial ATP-magnesium/phosphate carrier protein 2,"GO:0005743,GO:0009941,GO:0042170,GO:0005347,GO:0005509,GO:0015085,GO:0015114,GO:0015217,GO:0015228,GO:0080122,GO:0015866,GO:0015867,GO:0035435,GO:0070588,GO:0080121,GO:0090480,GO:1990559""","mitochondrial inner membrane,chloroplast envelope,plastid membrane,ATP transmembrane transporter activity,calcium ion binding,calcium ion transmembrane transporter activity,phosphate ion transmembrane transporter activity,ADP transmembrane transporter activity,coenzyme A transmembrane transporter activity,AMP transmembrane transporter activity,ADP transport,ATP transport,phosphate ion transmembrane transport,calcium ion transmembrane transport,AMP transport,purine nucleotide-sugar transmembrane transport,mitochondrial coenzyme A transmembrane transport",Cluster 3
11341,Xele.ptg000067l.469,PLDGAMMA2,NA,Phospholipase D alpha 1,"GO:0010044,GO:0009651,GO:0009793,GO:0005096,GO:0009873,GO:0070290,GO:0009536,GO:0009414,GO:0005546,GO:0006979,GO:0010119,GO:0005509,GO:0046466,GO:0004630,GO:0009845,GO:0005886,GO:0009789,GO:0006631,GO:0005515,GO:0031966,GO:0034638,GO:0045087,GO:0030136","response to aluminum ion,response to salt stress,embryo development ending in seed dormancy,GTPase activator activity,ethylene-activated signaling pathway,N-acylphosphatidylethanolamine-specific phospholipase D activity,plastid,response to water deprivation,phosphatidylinositol-4,5-bisphosphate binding,response to oxidative stress,regulation of stomatal movement,calcium ion binding,membrane lipid catabolic process,phospholipase D activity,seed germination,plasma membrane,positive regulation of abscisic acid-activated signaling pathway,fatty acid metabolic process,protein binding,mitochondrial membrane,phosphatidylcholine catabolic process,innate immune response,clathrin-coated vesicle",Cluster 1
11342,Xele.ptg000067l.472,SPX1,NA,SPX domain-containing protein 1,"GO:0051511,GO:0080040,GO:0005515,GO:0005737,GO:2000024,GO:0070417""","negative regulation of unidimensional cell growth,positive regulation of cellular response to phosphate starvation,protein binding,cytoplasm,regulation of leaf development,cellular response to cold",Cluster 11
11343,Xele.ptg000067l.473,LOC103724044,XP_020691279.1DNA-directed RNA polymerase III subunit RPC6 isoform X2,NA,NA,NA,Cluster 7
11344,Xele.ptg000067l.474,HO2,NA,"Heme oxygenase 1, chloroplastic","GO:0009507,GO:0003729,GO:0004392,GO:0005515,GO:0020037,GO:0046872,GO:0006788,GO:0009813,GO:0010024,GO:0010075,GO:0010119,GO:0010229,GO:0015979,GO:0071494","chloroplast,mRNA binding,heme oxygenase (decyclizing) activity,protein binding,heme binding,metal ion binding,heme oxidation,flavonoid biosynthetic process,phytochromobilin biosynthetic process,regulation of meristem growth,regulation of stomatal movement,inflorescence development,photosynthesis,cellular response to UV-C",Cluster 3
11345,Xele.ptg000067l.475,At1g80170,NA,Probable polygalacturonase At1g80170,"GO:0005576,GO:0005737,GO:0012505,GO:0030312,GO:0043231,GO:0004650,GO:0005515,GO:0009827,GO:0009856,GO:0009901,GO:0010047,GO:0010227,GO:0045490","extracellular region,cytoplasm,endomembrane system,external encapsulating structure,intracellular membrane-bounded organelle,polygalacturonase activity,protein binding,plant-type cell wall modification,pollination,anther dehiscence,fruit dehiscence,floral organ abscission,pectin catabolic process",Cluster 9
11346,Xele.ptg000067l.476,PSBT,NA,"Photosystem II 5 kDa protein, chloroplastic","GO:0009523,GO:0009535,GO:0005515,GO:0015979""","photosystem II,chloroplast thylakoid membrane,protein binding,photosynthesis",Cluster 2
11347,Xele.ptg000067l.479,NA,XP_009389001.1PREDICTED: uncharacterized protein LOC103975690,NA,NA,NA,Cluster 5
11348,Xele.ptg000067l.480,NA,-,NA,NA,NA,Cluster 10
11349,Xele.ptg000067l.481,PBL17,NA,Probable serine/threonine-protein kinase PBL16,"GO:1901141,GO:0080141,GO:0080142,GO:1902458,GO:0046777,GO:0009620,GO:0004674,GO:0002221,GO:0005886,GO:1900426,GO:0005524,GO:0030957,GO:0031663,GO:0050777,GO:0106310","regulation of lignin biosynthetic process,regulation of jasmonic acid biosynthetic process,regulation of salicylic acid biosynthetic process,positive regulation of stomatal opening,protein autophosphorylation,response to fungus,protein serine/threonine kinase activity,pattern recognition receptor signaling pathway,plasma membrane,positive regulation of defense response to bacterium,ATP binding,Tat protein binding,lipopolysaccharide-mediated signaling pathway,negative regulation of immune response,protein serine kinase activity",Cluster 2
11350,Xele.ptg000067l.484,At5g27980,NA,Late embryogenesis abundant protein D-34,"GO:0005730,GO:0005515,GO:0006873,GO:0009845,GO:0010226""","nucleolus,protein binding,intracellular monoatomic ion homeostasis,seed germination,response to lithium ion",Cluster 1
11351,Xele.ptg000067l.487,AS2,NA,Asparagine synthetase [glutamine-hydrolyzing] 2,"GO:0005829,GO:0004066,GO:0005524,GO:0006541,GO:0009744,GO:0009749,GO:0070981","cytosol,asparagine synthase (glutamine-hydrolyzing) activity,ATP binding,glutamine metabolic process,response to sucrose,response to glucose,L-asparagine biosynthetic process",Cluster 10
11352,Xele.ptg000067l.492,NA,XP_015941629.1uncharacterized protein LOC107467106,NA,NA,NA,Cluster 2
11353,Xele.ptg000067l.495,CYP21-3,NA,Peptidyl-prolyl cis-trans isomerase CYP21-4,"GO:0005737,GO:0016020,GO:0003682,GO:0003755,GO:0042393,GO:0009909,GO:0009933,GO:0010082,GO:0010305,GO:0031060,GO:0045814,GO:0048440,GO:0048443,GO:0048453","cytoplasm,membrane,chromatin binding,peptidyl-prolyl cis-trans isomerase activity,histone binding,regulation of flower development,meristem structural organization,regulation of root meristem growth,leaf vascular tissue pattern formation,regulation of histone methylation,negative regulation of gene expression, epigenetic,carpel development,stamen development,sepal formation",Cluster 7
11354,Xele.ptg000067l.496,"LOC109721621""",NA,NA,NA,NA,Cluster 7
11355,Xele.ptg000067l.498,EPFL4,NA,EPIDERMAL PATTERNING FACTOR-like protein 4,"GO:0005576,GO:0010052""","extracellular region,guard cell differentiation",Cluster 2
11356,Xele.ptg000067l.502,NA,XP_008776018.2uncharacterized protein LOC103696249 isoform X2,NA,NA,NA,Cluster 2
11357,Xele.ptg000067l.508,LOC_Os03g18130,P24805.1RecName,Stem-specific protein TSJT1,GO:0006807,nitrogen compound metabolic process,Cluster 7
11358,Xele.ptg000067l.513,OsI_037312,NA,Probable histone H2A variant 1,"GO:0000786,GO:0003677,GO:0030527,GO:0046982,GO:0006970,GO:0016048,GO:0044030,GO:0045892""","nucleosome,DNA binding,structural constituent of chromatin,protein heterodimerization activity,response to osmotic stress,detection of temperature stimulus,regulation of DNA methylation,negative regulation of DNA-templated transcription",Cluster 2
11359,Xele.ptg000067l.516,GATL9,NA,Probable galacturonosyltransferase 6,"GO:0047262,GO:0010192,GO:0010413,GO:0010442,GO:0045489,GO:0045492,GO:0048363,GO:0080001","polygalacturonate 4-alpha-galacturonosyltransferase activity,mucilage biosynthetic process,glucuronoxylan metabolic process,guard cell morphogenesis,pectin biosynthetic process,xylan biosynthetic process,mucilage pectin metabolic process,mucilage extrusion from seed coat",Cluster 1
11360,Xele.ptg000067l.526,BGAL3,NA,Beta-galactosidase 5,"GO:0004565,GO:0030246,GO:0005975","beta-galactosidase activity,carbohydrate binding,carbohydrate metabolic process",Cluster 8
11361,Xele.ptg000067l.527,PCMP-E80,NA,Putative pentatricopeptide repeat-containing protein At3g28640,"GO:0009507,GO:0003729,GO:0005515,GO:0006397,GO:0016554,GO:0016556,GO:0031425""","chloroplast,mRNA binding,protein binding,mRNA processing,cytidine to uridine editing,mRNA modification,chloroplast RNA processing",Cluster 9
11362,Xele.ptg000067l.528,NFD4,F4I9E1.1RecName,Protein NUCLEAR FUSION DEFECTIVE 4,NA,NA,Cluster 7
11363,Xele.ptg000067l.529,GALT6,NA,Hydroxyproline O-galactosyltransferase GALT6,"GO:0000139,GO:0005488,GO:1990714,GO:0010405,GO:0018258,GO:0048354,GO:0080147,GO:1900056","Golgi membrane,binding,hydroxyproline O-galactosyltransferase activity,arabinogalactan protein metabolic process,protein O-linked glycosylation via hydroxyproline,mucilage biosynthetic process involved in seed coat development,root hair cell development,negative regulation of leaf senescence",Cluster 1
11364,Xele.ptg000067l.531,GSMUA_14560.1,NA,NA,"GO:0003723,GO:0003743,GO:0006413""","RNA binding,translation initiation factor activity,translational initiation",Cluster 7
11365,Xele.ptg000067l.537,EDR2,NA,Protein ENHANCED DISEASE RESISTANCE 2,"GO:0005737,GO:0012505,GO:0016020,GO:0043231,GO:0050896""","cytoplasm,endomembrane system,membrane,intracellular membrane-bounded organelle,response to stimulus",Cluster 7
11366,Xele.ptg000067l.539,CCR1,NA,Cinnamoyl-CoA reductase 1,"GO:0009409,GO:0005515,GO:0016616,GO:0009809,GO:0010584,GO:0042754,GO:0016621,GO:0010597","response to cold,protein binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,lignin biosynthetic process,pollen exine formation,negative regulation of circadian rhythm,cinnamoyl-CoA reductase activity,green leaf volatile biosynthetic process",Cluster 1
11367,Xele.ptg000067l.540,IQM5,NA,IQ domain-containing protein IQM2,"GO:0009507,GO:0005516,GO:0009651,GO:0009737,GO:0010119""","chloroplast,calmodulin binding,response to salt stress,response to abscisic acid,regulation of stomatal movement",Cluster 1
11368,Xele.ptg000067l.543,LPPD,NA,Lipid phosphate phosphatase delta,"GO:0005789,GO:0008117,GO:0006665,GO:0009737,GO:0090332","endoplasmic reticulum membrane,sphinganine-1-phosphate aldolase activity,sphingolipid metabolic process,response to abscisic acid,stomatal closure",Cluster 3
11369,Xele.ptg000067l.544,103996247,XP_008813753.2uncharacterized protein LOC103724311,NA,NA,NA,Cluster 8
11370,Xele.ptg000067l.545,HEXO3,NA,Beta-hexosaminidase 2,"GO:0005886,GO:0004563,GO:0035251,GO:0008152","plasma membrane,beta-N-acetylhexosaminidase activity,UDP-glucosyltransferase activity,metabolic process",Cluster 2
11371,Xele.ptg000067l.547,eIF4E1,NA,Eukaryotic translation initiation factor NCBP,"GO:0010494,GO:0016281,GO:0000340,GO:0003743,GO:0005515,GO:0006413,GO:0006417,GO:0009723,GO:0009751,GO:0009753,GO:0034059,GO:0051607""","cytoplasmic stress granule,eukaryotic translation initiation factor 4F complex,RNA 7-methylguanosine cap binding,translation initiation factor activity,protein binding,translational initiation,regulation of translation,response to ethylene,response to salicylic acid,response to jasmonic acid,response to anoxia,defense response to virus",Cluster 7
11372,Xele.ptg000067l.548,GSTU8,NA,Glutathione S-transferase U17,"GO:0005737,GO:0004364,GO:0006749,GO:0009407,GO:0009629,GO:0009651,GO:0009733,GO:0033993,GO:0042344,GO:0048527,GO:0060416,GO:0080148,GO:2000030","cytoplasm,glutathione transferase activity,glutathione metabolic process,toxin catabolic process,response to gravity,response to salt stress,response to auxin,response to lipid,indole glucosinolate catabolic process,lateral root development,response to growth hormone,negative regulation of response to water deprivation,regulation of response to red or far red light",Cluster 1
11373,Xele.ptg000067l.549,GSTU8,NA,Glutathione S-transferase U17,"GO:0005737,GO:0004364,GO:0006749,GO:0009407,GO:0009408,GO:0009629,GO:0009651,GO:0009733,GO:0009735,GO:0009737,GO:0009739,GO:0010038,GO:0042344,GO:0048527,GO:0060416,GO:0080148,GO:2000030","cytoplasm,glutathione transferase activity,glutathione metabolic process,toxin catabolic process,response to heat,response to gravity,response to salt stress,response to auxin,response to cytokinin,response to abscisic acid,response to gibberellin,response to metal ion,indole glucosinolate catabolic process,lateral root development,response to growth hormone,negative regulation of response to water deprivation,regulation of response to red or far red light",Cluster 1
11374,Xele.ptg000067l.550,APRL2,Q93YX4.1RecName,5'-adenylylsulfate reductase-like 5,NA,NA,Cluster 1
11375,Xele.ptg000067l.553,HSP70-2,NA,Heat shock 70 kDa protein 8,"GO:0005829,GO:0031090,GO:1990718,GO:0002020,GO:0005524,GO:0140662,GO:0006457,GO:0009408,GO:0009615,GO:0009617,GO:0016567""","cytosol,organelle membrane,axonemal central pair projection,protease binding,ATP binding,ATP-dependent protein folding chaperone,protein folding,response to heat,response to virus,response to bacterium,protein ubiquitination",Cluster 3
11376,Xele.ptg000067l.554,NA,XP_038972119.1uncharacterized protein LOC103716457,NA,NA,NA,Cluster 3
11377,Xele.ptg000067l.555,NA,XP_008810144.1SEC14 cytosolic factor,NA,NA,NA,Cluster 2
11378,Xele.ptg000067l.557,PFP-ALPHA,NA,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta,"GO:0005737,GO:0043231,GO:0003872,GO:0005515,GO:0005524,GO:0046872,GO:0047334,GO:0006002,GO:0009744,GO:0009749,GO:0009750,GO:0009793,GO:0015979,GO:0046835,GO:0061615","cytoplasm,intracellular membrane-bounded organelle,6-phosphofructokinase activity,protein binding,ATP binding,metal ion binding,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,fructose 6-phosphate metabolic process,response to sucrose,response to glucose,response to fructose,embryo development ending in seed dormancy,photosynthesis,carbohydrate phosphorylation,glycolytic process through fructose-6-phosphate",Cluster 2
11379,Xele.ptg000067l.558,TIC,Q94KE2.2RecName,Protein TIME FOR COFFEE,NA,NA,Cluster 2
11380,Xele.ptg000067l.561,At1g06090,NA,Phosphatidylcholine:diacylglycerol cholinephosphotransferase 1,"GO:0005789,GO:0009579,GO:0031969,GO:0004142,GO:0016215,GO:0102657,GO:0102843,GO:0006636,GO:0006657,GO:0010025,GO:0010114,GO:0010205,GO:0031408,GO:0042761","endoplasmic reticulum membrane,thylakoid,chloroplast membrane,diacylglycerol cholinephosphotransferase activity,acyl-CoA desaturase activity,1-18:1-2-16:0-monogalactosyldiacylglycerol palmitoyl-lipid 7-desaturase activity,1-18:2-2-16:0-monogalactosyldiacylglycerol desaturase activity (SN2-16:1 forming),unsaturated fatty acid biosynthetic process,CDP-choline pathway,wax biosynthetic process,response to red light,photoinhibition,oxylipin biosynthetic process,very long-chain fatty acid biosynthetic process",Cluster 2
11381,Xele.ptg000067l.563,ARALYDRAFT_477244,XP_002308666.4uncharacterized protein LOC7468636,NA,NA,NA,Cluster 2
11382,Xele.ptg000067l.569,SPX1,NA,SPX domain-containing protein 1,"GO:0051511,GO:0080040,GO:0005515,GO:0005737,GO:2000024,GO:0070417""","negative regulation of unidimensional cell growth,positive regulation of cellular response to phosphate starvation,protein binding,cytoplasm,regulation of leaf development,cellular response to cold",Cluster 2
11383,Xele.ptg000067l.572,GLCAT14A,NA,Beta-glucuronosyltransferase GlcAT14A,"GO:0016020,GO:0015020,GO:0009826","membrane,glucuronosyltransferase activity,unidimensional cell growth",Cluster 2
11384,Xele.ptg000067l.573,CCX5,NA,Cation/calcium exchanger 1,"GO:0005774,GO:0030659,GO:0005384,GO:0015079,GO:0015081,GO:0006813,GO:0006814,GO:0010150,GO:0030003,GO:0043157,GO:0098655,GO:0098662""","vacuolar membrane,cytoplasmic vesicle membrane,manganese ion transmembrane transporter activity,potassium ion transmembrane transporter activity,sodium ion transmembrane transporter activity,potassium ion transport,sodium ion transport,leaf senescence,intracellular monoatomic cation homeostasis,response to cation stress,monoatomic cation transmembrane transport,inorganic cation transmembrane transport",Cluster 8
11385,Xele.ptg000067l.574,EML4,NA,Protein EMSY-LIKE 3,"GO:0005488,GO:0050832""","binding,defense response to fungus",Cluster 2
11386,Xele.ptg000067l.575,Q9AYU0,NA,Probable NAD(P)H dehydrogenase (quinone) FQR1-like 2,"GO:0005886,GO:0005515,GO:0008753,GO:0010181,GO:0050136,GO:0006979,GO:0071365","plasma membrane,protein binding,NADPH dehydrogenase (quinone) activity,FMN binding,NADH dehydrogenase (quinone) activity,response to oxidative stress,cellular response to auxin stimulus",Cluster 4
11387,Xele.ptg000067l.578,ING2,NA,PHD finger protein ING2,"GO:0035064,GO:0046872,GO:0006325""","methylated histone binding,metal ion binding,chromatin organization",Cluster 7
11388,Xele.ptg000067l.580,SBT3.10,NA,Subtilisin-like protease SBT3.18,"GO:0005576,GO:0071944,GO:0008236,GO:0008152,GO:0009608,GO:0009617","extracellular region,cell periphery,serine-type peptidase activity,metabolic process,response to symbiont,response to bacterium",Cluster 8
11389,Xele.ptg000067l.581,NA,XP_010918029.1uncharacterized protein LOC105042492,NA,NA,NA,Cluster 7
11390,Xele.ptg000067l.582,PBL17,NA,Probable serine/threonine-protein kinase PBL16,"GO:1901141,GO:0080141,GO:0080142,GO:1902458,GO:0046777,GO:0009620,GO:0004674,GO:0002221,GO:0005886,GO:1900426,GO:0005524,GO:0030957,GO:0031663,GO:0050777,GO:0106310","regulation of lignin biosynthetic process,regulation of jasmonic acid biosynthetic process,regulation of salicylic acid biosynthetic process,positive regulation of stomatal opening,protein autophosphorylation,response to fungus,protein serine/threonine kinase activity,pattern recognition receptor signaling pathway,plasma membrane,positive regulation of defense response to bacterium,ATP binding,Tat protein binding,lipopolysaccharide-mediated signaling pathway,negative regulation of immune response,protein serine kinase activity",Cluster 2
11391,Xele.ptg000067l.584,At3g03920,NA,Putative H/ACA ribonucleoprotein complex subunit 1-like protein 1,"GO:0005730,GO:1990904,GO:0003729,GO:0001522,GO:0006364""","nucleolus,ribonucleoprotein complex,mRNA binding,pseudouridine synthesis,rRNA processing",Cluster 5
11392,Xele.ptg000067l.585,CHR4,NA,Increased DNA methylation 1,"GO:0004402,GO:0010385,GO:0042393,GO:0043971,GO:0043972,GO:0044030,GO:0044154,GO:0080188","histone acetyltransferase activity,double-stranded methylated DNA binding,histone binding,histone H3-K18 acetylation,histone H3-K23 acetylation,regulation of DNA methylation,histone H3-K14 acetylation,gene silencing by RNA-directed DNA methylation",Cluster 7
11393,Xele.ptg000067l.586,LOC105033396,NA,NA,"GO:0003714,GO:0016747,GO:0046872,GO:0045892","transcription corepressor activity,acyltransferase activity, transferring groups other than amino-acyl groups,metal ion binding,negative regulation of DNA-templated transcription",Cluster 1
11394,Xele.ptg000067l.587,RAB28,NA,Late embryogenesis abundant protein 31,"GO:0005730,GO:0005515,GO:0006873,GO:0009845,GO:0010226""","nucleolus,protein binding,intracellular monoatomic ion homeostasis,seed germination,response to lithium ion",Cluster 1
11395,Xele.ptg000067l.591,KCS16,NA,3-ketoacyl-CoA synthase 11,"GO:0016020,GO:0005515,GO:0009922,GO:0006970,GO:0009416,GO:0009611,GO:0009826,GO:0010025,GO:0010345,GO:0042761,GO:0048868,GO:0070417","membrane,protein binding,fatty acid elongase activity,response to osmotic stress,response to light stimulus,response to wounding,unidimensional cell growth,wax biosynthetic process,suberin biosynthetic process,very long-chain fatty acid biosynthetic process,pollen tube development,cellular response to cold",Cluster 2
11396,Xele.ptg000067l.592,LOC109712396,NA,NA,"GO:0000462""","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Cluster 7
11397,Xele.ptg000067l.593,GN,NA,ARF guanine-nucleotide exchange factor GNOM,"GO:0005829,GO:0005886,GO:0010008,GO:0090406,GO:0005085,GO:0042803,GO:0001736,GO:0006890,GO:0006897,GO:0007155,GO:0009826,GO:0009846,GO:0009942,GO:0010274,GO:0010311,GO:0010540,GO:0015031,GO:0032012,GO:0032509,GO:0048209,GO:0048765,GO:0070417,GO:0071555,GO:0080119""","cytosol,plasma membrane,endosome membrane,pollen tube,guanyl-nucleotide exchange factor activity,protein homodimerization activity,establishment of planar polarity,retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum,endocytosis,cell adhesion,unidimensional cell growth,pollen germination,longitudinal axis specification,hydrotropism,lateral root formation,basipetal auxin transport,protein transport,regulation of ARF protein signal transduction,endosome transport via multivesicular body sorting pathway,regulation of vesicle targeting, to, from or within Golgi,root hair cell differentiation,cellular response to cold,cell wall organization,ER body organization",Cluster 2
11398,Xele.ptg000067l.595,At5g53270,NA,Late embryogenesis abundant protein 31,"GO:0005730,GO:0005515,GO:0006873,GO:0009845,GO:0010226""","nucleolus,protein binding,intracellular monoatomic ion homeostasis,seed germination,response to lithium ion",Cluster 3
11399,Xele.ptg000067l.598,FLZ5,NA,FCS-Like Zinc finger 8,"GO:0000932,GO:0005829,GO:0019900,GO:0019902,GO:0002213,GO:0009625,GO:0009737,GO:0009744,GO:0009749,GO:0034097,GO:0042594,GO:0070887,GO:0090351,GO:1902074,GO:1905582""","P-body,cytosol,kinase binding,phosphatase binding,defense response to insect,response to insect,response to abscisic acid,response to sucrose,response to glucose,response to cytokine,response to starvation,cellular response to chemical stimulus,seedling development,response to salt,response to mannose",Cluster 2
11400,Xele.ptg000067l.600,At4g17616,NA,"Pentatricopeptide repeat-containing protein At1g03100, mitochondrial","GO:0005737,GO:0043231""","cytoplasm,intracellular membrane-bounded organelle",Cluster 9
11401,Xele.ptg000067l.601,IP5P1,NA,Type IV inositol polyphosphate 5-phosphatase 7,"GO:0005886,GO:0004439,GO:0005515,GO:0034485,GO:0046030,GO:0007165,GO:0009605,GO:0009737,GO:0009743,GO:0009932,GO:0010067,GO:0010305,GO:0010588,GO:0032957,GO:0046856,GO:0048766,GO:0071310,GO:0071472,GO:0090351,GO:1901701,GO:2000377","plasma membrane,phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity,protein binding,phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity,inositol trisphosphate phosphatase activity,signal transduction,response to external stimulus,response to abscisic acid,response to carbohydrate,cell tip growth,procambium histogenesis,leaf vascular tissue pattern formation,cotyledon vascular tissue pattern formation,inositol trisphosphate metabolic process,phosphatidylinositol dephosphorylation,root hair initiation,cellular response to organic substance,cellular response to salt stress,seedling development,cellular response to oxygen-containing compound,regulation of reactive oxygen species metabolic process",Cluster 8
11402,Xele.ptg000067l.603,SDR,NA,Tropinone reductase homolog At5g06060,"GO:0005886,GO:0009536,GO:0000166,GO:0004022,GO:0002213,GO:0009820,GO:0031347","plasma membrane,plastid,nucleotide binding,alcohol dehydrogenase (NAD+) activity,defense response to insect,alkaloid metabolic process,regulation of defense response",Cluster 2
11403,Xele.ptg000067l.607,IQD17,NA,Protein IQ-DOMAIN 19,"GO:0055074,GO:0070507,GO:0090333,GO:0009574,GO:0016607,GO:2000073,GO:0042542,GO:0005730,GO:0005886,GO:0009524,GO:0005635,GO:0005876,GO:0009409,GO:0005516,GO:0051211,GO:0009738,GO:0071244,GO:0051592,GO:2001006,GO:0072699,GO:0019722,GO:0055028,GO:0010089,GO:2000652""","calcium ion homeostasis,regulation of microtubule cytoskeleton organization,regulation of stomatal closure,preprophase band,nuclear speck,regulation of cytokinesis, site selection,response to hydrogen peroxide,nucleolus,plasma membrane,phragmoplast,nuclear envelope,spindle microtubule,response to cold,calmodulin binding,anisotropic cell growth,abscisic acid-activated signaling pathway,cellular response to carbon dioxide,response to calcium ion,regulation of cellulose biosynthetic process,protein localization to cortical microtubule cytoskeleton,calcium-mediated signaling,cortical microtubule,xylem development,regulation of secondary cell wall biogenesis",Cluster 2
11404,Xele.ptg000067l.609,BB,NA,E3 ubiquitin-protein ligase RING1,"GO:0061630,GO:0005515,GO:0046872,GO:0090378,GO:0006970,GO:0005829,GO:0009414,GO:0009788,GO:0051865,GO:0006511","ubiquitin protein ligase activity,protein binding,metal ion binding,seed trichome elongation,response to osmotic stress,cytosol,response to water deprivation,negative regulation of abscisic acid-activated signaling pathway,protein autoubiquitination,ubiquitin-dependent protein catabolic process",Cluster 8
11405,Xele.ptg000067l.610,"LOC109721621""",NA,NA,NA,NA,Cluster 8
11406,Xele.ptg000067l.611,VAB,NA,VAN3-binding protein,"GO:0005802,GO:0005515,GO:0006892,GO:0009734,GO:0010305""","trans-Golgi network,protein binding,post-Golgi vesicle-mediated transport,auxin-activated signaling pathway,leaf vascular tissue pattern formation",Cluster 2
11407,Xele.ptg000067l.612,LFG4,NA,Protein LIFEGUARD 4,"GO:0005886,GO:0005515,GO:0006952,GO:0009742,GO:0009826,GO:0034620,GO:1905421""","plasma membrane,protein binding,defense response,brassinosteroid mediated signaling pathway,unidimensional cell growth,cellular response to unfolded protein,regulation of plant organ morphogenesis",Cluster 1
11408,Xele.ptg000067l.614,HHT4,NA,Protein ECERIFERUM 26-like,"GO:0005737,GO:0016747,GO:0071704","cytoplasm,acyltransferase activity, transferring groups other than amino-acyl groups,organic substance metabolic process",Cluster 2
11409,Xele.ptg000067l.617,UGT73C6,NA,Anthocyanin 3'-O-beta-glucosyltransferase,"GO:0042802,GO:0050275,GO:0050403,GO:0050502,GO:0080043,GO:0080044,GO:0080046,GO:0009628,GO:0016131,GO:0016134,GO:0051555,GO:0051707,GO:0098754","identical protein binding,scopoletin glucosyltransferase activity,trans-zeatin O-beta-D-glucosyltransferase activity,cis-zeatin O-beta-D-glucosyltransferase activity,quercetin 3-O-glucosyltransferase activity,quercetin 7-O-glucosyltransferase activity,quercetin 4'-O-glucosyltransferase activity,response to abiotic stimulus,brassinosteroid metabolic process,saponin metabolic process,flavonol biosynthetic process,response to other organism,detoxification",Cluster 13
11410,Xele.ptg000067l.622,ACA9,NA,"Putative calcium-transporting ATPase 13, plasma membrane-type","GO:0005886,GO:0009706,GO:0000166,GO:0005262,GO:0005388,GO:0005516,GO:0043167,GO:0006816,GO:0009409,GO:0009414,GO:0009555,GO:0042742,GO:0043069","plasma membrane,chloroplast inner membrane,nucleotide binding,calcium channel activity,P-type calcium transporter activity,calmodulin binding,ion binding,calcium ion transport,response to cold,response to water deprivation,pollen development,defense response to bacterium,negative regulation of programmed cell death",Cluster 7
11411,Xele.ptg000067l.624,OsI_037312,NA,Probable histone H2A variant 1,"GO:0000786,GO:0003677,GO:0030527,GO:0046982,GO:0006970,GO:0016048,GO:0044030,GO:0045892""","nucleosome,DNA binding,structural constituent of chromatin,protein heterodimerization activity,response to osmotic stress,detection of temperature stimulus,regulation of DNA methylation,negative regulation of DNA-templated transcription",Cluster 2
11412,Xele.ptg000067l.631,PROT3,NA,GABA transporter 1,"GO:0016020,GO:0015175,GO:0003333,GO:0015804""","membrane,neutral L-amino acid transmembrane transporter activity,amino acid transmembrane transport,neutral amino acid transport",Cluster 8
11413,Xele.ptg000067l.634,PRA1B5,NA,PRA1 family protein E,"GO:0016020,GO:0005515,GO:0016192,GO:0046739""","membrane,protein binding,vesicle-mediated transport,transport of virus in multicellular host",Cluster 3
11414,Xele.ptg000067l.637,FBL17,NA,F-box/LRR-repeat protein 17,"GO:0019005,GO:0035861,GO:0005515,GO:0006974,GO:0009555,GO:0009793,GO:0031146,GO:0051302,GO:0055047""","SCF ubiquitin ligase complex,site of double-strand break,protein binding,DNA damage response,pollen development,embryo development ending in seed dormancy,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,regulation of cell division,generative cell mitosis",Cluster 2
